fold_id,accuracy,precision,recall,f1_score
0,0.8802395209580839,0.9074074074074074,0.8529411764705882,0.8390151515151515
1,0.7485029940119761,0.7967411661020684,0.7517825311942958,0.7027320854603896
2,0.7835820895522388,0.8849206349206349,0.7803030303030303,0.7741083066714065
3,0.7771084337349398,0.736790293040293,0.752005347593583,0.7377920631435461
4,0.7650602409638554,0.8133096926713947,0.7361853832442067,0.7094847344750044
